"addon"
{
	"DOTA_GoodGuys"   								"Good Guys"
		"DOTA_Tooltip_ability_item_recipe_absolute_staff"                                 "Recipe Absolute Staff"
		"DOTA_Tooltip_ability_item_recipe_absolute_staff_Description"                     ""
		"DOTA_Tooltip_ability_item_recipe_echoe_sabre_marvel"                             "Recipe Echoe Sabre Marvel"
		"DOTA_Tooltip_ability_item_recipe_echoe_sabre_marvel_Description"                 ""
		"DOTA_Tooltip_ability_item_recipe_oathbreaker"                                    "Recipe Oathbreaker"
		"DOTA_Tooltip_ability_item_recipe_oathbreaker_Description"                        ""
		"DOTA_Tooltip_ability_item_recipe_heart_of_universe"                              "Recipe Heart Of Universe"
		"DOTA_Tooltip_ability_item_recipe_heart_of_universe_Description"                  ""
		"DOTA_Tooltip_ability_item_recipe_chaotic_axe"                                    "Recipe Chaotic Axe"
		"DOTA_Tooltip_ability_item_recipe_chaotic_axe_Description"                        ""
		"DOTA_Tooltip_ability_item_recipe_eclipsed_blade"                                 "Recipe Eclipsed Blade"
		"DOTA_Tooltip_ability_item_recipe_eclipsed_blade_Description"                     ""
		"DOTA_Tooltip_ability_item_recipe_monarh_bow"                                     "Recipe Monarh Bow"
		"DOTA_Tooltip_ability_item_recipe_monarh_bow_Description"                         ""
		"DOTA_Tooltip_ability_item_recipe_shine_of_sea"                                   "Recipe Shine Of Sea"
		"DOTA_Tooltip_ability_item_recipe_shine_of_sea_Description"                       ""
		"DOTA_Tooltip_ability_item_recipe_blade_mail"                                     "Recipe Blade Mail"
		"DOTA_Tooltip_ability_item_recipe_blade_mail_Description"                         ""
		"DOTA_Tooltip_ability_item_recipe_azuras_staff"                                   "Recipe Azuras Staff"
		"DOTA_Tooltip_ability_item_recipe_azuras_staff_Description"                       ""
		"DOTA_Tooltip_ability_item_recipe_void_gem"                                       "Recipe Void Gem"
		"DOTA_Tooltip_ability_item_recipe_void_gem_Description"                           ""
		"DOTA_Tooltip_ability_item_recipe_spirit_stone"                                   "Recipe Spirit Stone"
		"DOTA_Tooltip_ability_item_recipe_spirit_stone_Description"                       ""
		"DOTA_Tooltip_ability_item_recipe_force_boots"                                    "Recipe Force Boots"
		"DOTA_Tooltip_ability_item_recipe_force_boots_Description"                        ""
		"DOTA_Tooltip_ability_item_recipe_sentinels_cuirass"                              "Recipe Sentinels Cuirass"
		"DOTA_Tooltip_ability_item_recipe_sentinels_cuirass_Description"                  ""
		"DOTA_Tooltip_ability_item_recipe_sea_blade"                                      "Recipe Sea Blade"
		"DOTA_Tooltip_ability_item_recipe_sea_blade_Description"                          ""
		"DOTA_Tooltip_ability_item_recipe_ultimate_essense"                               "Recipe Ultimate Essense"
		"DOTA_Tooltip_ability_item_ultimate_essense_bonus_all_stats"                      "BONUS ALL STATS:"
		"DOTA_Tooltip_ability_item_recipe_ritual_rapier"                                  "Recipe Ritual Rapier"
		"DOTA_Tooltip_ability_item_recipe_ritual_rapier_Description"                      ""
		"DOTA_Tooltip_ability_item_recipe_ancient_cursed_helmet"                          "Recipe Ancient Cursed Helmet"
		"DOTA_Tooltip_ability_item_recipe_ancient_cursed_helmet_Description"              ""
		"DOTA_Tooltip_ability_item_recipe_corrupted_boots"                                "Recipe Corrupted Boots"
		"DOTA_Tooltip_ability_item_recipe_corrupted_boots_Description"                    ""
		"DOTA_Tooltip_ability_item_recipe_intelligence_boots"                             "Recipe Intelligence Boots"
		"DOTA_Tooltip_ability_item_recipe_intelligence_boots_Description"                 ""
		"DOTA_Tooltip_ability_item_recipe_rapier_ancient"                                 "Recipe Rapier Ancient"
		"DOTA_Tooltip_ability_item_recipe_rapier_ancient_Description"                     ""
		"DOTA_Tooltip_ability_item_recipe_bfury_lg"                                       "Recipe Battlefury"
		"DOTA_Tooltip_ability_item_recipe_aether_medallion"                               "Recipe Aether Medallion"
		"DOTA_Tooltip_ability_item_recipe_infernal_circle"                                "Recipe Infernal Circle"
		"DOTA_Tooltip_ability_item_recipe_desolator_3"                                    "Recipe Desolator III"
		"DOTA_Tooltip_ability_item_health_potion"                                         "Health Potion"
		"DOTA_Tooltip_ability_item_recipe_perseus_boots"                                  "Recipe Perseus Boots"
		"DOTA_Tooltip_ability_item_midas_tube"                                            "Midas Tube"
		"DOTA_Tooltip_ability_item_midas_tube_Description"                                "Activated: Kills a non-hero target for 220 gold and 1.75x experience. Cannot be used on Ancient Creeps. Add 1 gold per each cast."
		"DOTA_Tooltip_ability_item_midas_tube_bonus_attack_speed"                         "+$attack"
		"DOTA_Tooltip_ability_item_midas_tube_xp_multiplier"                              "XP MULTIPLIER:"
		"DOTA_Tooltip_ability_item_midas_tube_bonus_gold"                                 "BONUS GOLD:"
		"DOTA_Tooltip_ability_item_midas_tube_bonus_gold_per_cast"                        "BONUS GOLD PER CAST:"
		"DOTA_Tooltip_ability_item_midas_tube_Lore" 									  "Preserved through unknown magical means, the Hand of Midas is a weapon of greed, sacrificing animals to line the owner's pockets."
		"DOTA_Tooltip_ability_item_recipe_angels_dagger"                                  "Recipe Angels Dagger"
		"DOTA_Tooltip_ability_item_recipe_angels_dagger_Description"                      ""
		"DOTA_Tooltip_ability_item_angels_dagger"                                         "Angels Dagger"
		"DOTA_Tooltip_ability_item_angels_dagger_Description"                             "Aура: Deals damage in a radius of 900 every second. /nPassive: Gives the bearer and his allies the ability to see invisible units within a certain radius."
		"DOTA_Tooltip_ability_item_angels_dagger_bonus_damage"                            "+$damage"
		"DOTA_Tooltip_ability_item_angels_dagger_aura_damage"                             "AURA DAMAGE:"
		"DOTA_Tooltip_ability_item_angels_dagger_blind_pct"                               "%BLIND PCT:"
		"DOTA_Tooltip_ability_item_angels_dagger_bonus_strength"                          "+$str"
		"DOTA_Tooltip_ability_item_angels_dagger_attack_speed"                            "+$attack"
		"DOTA_Tooltip_ability_item_angels_dagger_bonus_armor"                             "+$armor"
		"DOTA_Tooltip_ability_item_angels_dagger_bonus_vision"                            "BONUS VISION:"
		"DOTA_Tooltip_ability_item_angels_dagger_true_sight_radius"                       "TRUE SIGHT RADIUS:"
		"DOTA_Tooltip_ability_item_angels_dagger_Lore" 									  "A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
		"DOTA_Tooltip_ability_item_recipe_mystic_orb"                                     "Recipe Mystic Orb"
		"DOTA_Tooltip_ability_item_recipe_mystic_orb_Description"                         ""
		"DOTA_Tooltip_ability_item_mystic_orb"                                            "Mystic Orb"
		"DOTA_Tooltip_ability_item_mystic_orb_Description"                                "Activated: Gives 100% immunity to magic and reduces damage taken. Some abilities can break through immunity to magic. /nPassive: Void Shield - Passively can reflect and block any directional spell."
		"DOTA_Tooltip_ability_item_mystic_orb_bonus_all_stats"                            "+$all"
		"DOTA_Tooltip_ability_item_mystic_orb_bonus_damage"                               "+$damage"
		"DOTA_Tooltip_ability_item_mystic_orb_bonus_armor"                                "+$armor"
		"DOTA_Tooltip_ability_item_mystic_orb_bonus_health_regen"                         "+$hp_regen"
		"DOTA_Tooltip_ability_item_mystic_orb_bonus_mana_regen"                           "%+$mana_regen"
		"DOTA_Tooltip_ability_item_mystic_orb_duration"                                   "DURATION:"
		"DOTA_Tooltip_ability_item_mystic_orb_active_bonus_resist"                        "%ACTIVE BONUS RESIST:"
		"DOTA_Tooltip_ability_item_mystic_orb_void_shield_cd"                             "VOID SHIELD COOLDOWN:"
		"DOTA_Tooltip_ability_item_recipe_ice_pearl"                                      "Ice Pearl"
		"DOTA_Tooltip_ability_item_recipe_ice_pearl_Description"                          ""
		"DOTA_Tooltip_ability_item_recipe_telescope_tube"                                 "Telescope Tube"
		"DOTA_Tooltip_ability_item_recipe_telescope_tube_Description"                     ""
		"DOTA_Tooltip_ability_item_telescope_tube"                                        "Telescope Tube"
		"DOTA_Tooltip_ability_item_telescope_tube_Description"                            "Activated: Temporarily significantly increases the cast range of abilities."
		"DOTA_Tooltip_ability_item_telescope_tube_Lore"                            		  "Legends say that its owner was the Devil himself, no matter how cursed, weakened, or locked up the owner of the telescope, he would always pass his curses back to the casting spell."
		"DOTA_Tooltip_ability_item_telescope_tube_bonus_all_stats"                        "+$all"
		"DOTA_Tooltip_ability_item_telescope_tube_bonus_health_regen"                     "+$hp_regen"
		"DOTA_Tooltip_ability_item_telescope_tube_bonus_damage"                           "+$damage"
		"DOTA_Tooltip_ability_item_telescope_tube_bonus_mana_regen"                       "%+$mana_regen"
		"DOTA_Tooltip_ability_item_telescope_tube_cast_range_bonus"                       "+$cast_range"
		"DOTA_Tooltip_ability_item_telescope_tube_spell_amp"                              "%+$spell_amp"
		"DOTA_Tooltip_ability_item_telescope_tube_active_cast_range_bonus"                "ACTIVE CAST RANGE:"
		"DOTA_Tooltip_ability_item_telescope_tube_duration"                               "ACTIVE DURATION:"
		"DOTA_Tooltip_ability_item_timepiece"                                             "Timepiece"
		"DOTA_Tooltip_ability_item_timepiece_Description"                                 "<h1>Active: Time Compass</h1> Dissynchronizes the enemy's time with the real world, completely blocking his perception of the world. It prohibits magic, attack, and significantly reduces the movement speed, and also blocks most passive effects from abilities. Applies Timless Loop on caster for 10 seconds."
		"DOTA_Tooltip_ability_item_timepiece_bonus_all_stats"                             "+$all"
		"DOTA_Tooltip_ability_item_timepiece_bonus_attack_speed"                          "+$attack"
		"DOTA_Tooltip_ability_item_timepiece_bonus_damage"                                "+$damage"
		"DOTA_Tooltip_ability_item_timepiece_bonus_mana_regen_pct"                        "%+$mana_regen"
		"DOTA_Tooltip_ability_item_timepiece_time_freeze_dmg"                             "%Time Compass DAMAGE MULTIPLIER:"
		"DOTA_Tooltip_ability_item_timepiece_time_freeze_duration"                        "Time Compass DURATION:"
		"DOTA_Tooltip_ability_item_timepiece_Lore"										  "The Timepiece is an artifact, that contains an Infinity Stone known as Time Gem. Created by the Outsider, Timepiece enables its user to shift through the timeline."
		"DOTA_Tooltip_ability_item_recipe_dawnbreaker"                                    "Dawnbreaker"
		"DOTA_Tooltip_ability_item_recipe_dawnbreaker_Description"                        ""
		"DOTA_Tooltip_ability_item_dawnbreaker"                                           "Dawnbreaker"
		"DOTA_Tooltip_ability_item_dawnbreaker_Description"                               "<h1>Passive: Soul Transform</h1> When you take damage and your health falls below 1%, a strong dispel is applied and you gain a %soul_keep_duration% second buff that causes all damage you deal and are dealt to be reduced to zero."
		"DOTA_Tooltip_ability_item_dawnbreaker_bonus_damage"                              "+$damage"
		"DOTA_Tooltip_ability_item_dawnbreaker_bonus_armor"                               "+$armor"
		"DOTA_Tooltip_ability_item_dawnbreaker_bonus_all_stats"                           "+$all"
		"DOTA_Tooltip_ability_item_dawnbreaker_damage_pers"                           	  "%+$pers_damage"
		"DOTA_Tooltip_ability_item_dawnbreaker_soul_keep_duration"                        "Soul Transform DURATION:"
		"DOTA_Tooltip_ability_item_recipe_adamachi_core"                                  "Adamachi Core"
		"DOTA_Tooltip_ability_item_recipe_adamachi_core_Description"                      ""
		"DOTA_Tooltip_ability_item_adamachi_core"                                         "Adamachi Core"
		"DOTA_Tooltip_ability_item_adamachi_core_Description"                             "<h1>Active: Nucleon</h1> Amplify abilities damage by 50 percent for the duration of abilities."
		"DOTA_Tooltip_ability_item_adamachi_core_bonus_intelligence"                      "+$int"
		"DOTA_Tooltip_ability_item_adamachi_core_bonus_health"                            "+$health"
		"DOTA_Tooltip_ability_item_adamachi_core_bonus_mana"                              "+$mana"
		"DOTA_Tooltip_ability_item_adamachi_core_bonus_cooldown"                          "+$cooldown_reduce"
		"DOTA_Tooltip_ability_item_adamachi_core_bonus_lifesteal"                         "%SPELL LIFESTEAL:"
		"DOTA_Tooltip_ability_item_adamachi_core_active_spell_amp"                        "%Nucleon SPELL AMPLIFICATION:"
		"DOTA_Tooltip_ability_item_adamachi_core_active_duration"                         "Nucleon DURATION:"
		"DOTA_Tooltip_ability_item_recipe_orb_of_osuvox"                                  "Orb Of Osuvox"
		"DOTA_Tooltip_ability_item_recipe_orb_of_osuvox_Description"                      ""
		"DOTA_Tooltip_ability_item_orb_of_osuvox"                                         "Orb Of Osuvox"
		"DOTA_Tooltip_ability_item_orb_of_osuvox_Description"                             "<h1>Active: Osuvox Shield</h1> Creates a magic shield around the hero, which gives complete invulnerability to all allied heroes and prevents enemies from entering the sphere. \n<h1>Passive: Spellblock</h1> Blocks most targeted spells once every 13 seconds."
		"DOTA_Tooltip_ability_item_orb_of_osuvox_bonus_all_stats"                         "+$all"
		"DOTA_Tooltip_ability_item_orb_of_osuvox_bonus_health_regen"                      "+$hp_regen"
		"DOTA_Tooltip_ability_item_orb_of_osuvox_bonus_mana_regen"                        "+$mana_regen"
		"DOTA_Tooltip_ability_item_orb_of_osuvox_block_cooldown"                          "BLOCK COOLDOWN:"
		"DOTA_Tooltip_ability_item_orb_of_osuvox_active_duration"                         "Osuvox Shield DURATION:"
		"DOTA_Tooltip_ability_item_orb_of_osuvox_active_radius"                           "Osuvox Shield RADIUS:"
		"DOTA_Tooltip_ability_item_recipe_hells_glare"                                    "Hells Glare"
		"DOTA_Tooltip_ability_item_recipe_hells_glare_Description"                        ""
		"DOTA_Tooltip_ability_item_hells_glare"                                           "Hells Glare"
		"DOTA_Tooltip_ability_item_hells_glare_Description"                               "<h1>Active: Avatar</h1> Grants Spell Immunity and 100% Magic Damage Resistance.\n <h1>Passive: Bash</h1> Grants melee heroes a 25% chance on hit to stun the target for 1.5 seconds and deal 100 bonus magical damage."
		"DOTA_Tooltip_ability_item_hells_glare_bonus_strength"                            "+$str"
		"DOTA_Tooltip_ability_item_hells_glare_bonus_damage"                              "+$damage"
		"DOTA_Tooltip_ability_item_hells_glare_bonus_armor"                               "+$armor"
		"DOTA_Tooltip_ability_item_hells_glare_duration"                                  "DURATION:"
		"DOTA_Tooltip_ability_item_hells_glare_bash_duration"                             "BASH DURATION:"
		"DOTA_Tooltip_ability_item_hells_glare_bash_chance"                               "BASH CHANCE:"
		"DOTA_Tooltip_ability_item_recipe_ultimate_nullifier"                             "Ultimate Nullifier"
		"DOTA_Tooltip_ability_item_recipe_ultimate_nullifier_Description"                 ""
		"DOTA_Tooltip_ability_item_ultimate_nullifier"                                    "Ultimate Nullifier"
		"DOTA_Tooltip_ability_item_ultimate_nullifier_Description"                        "<h1>Active: Nullify</h1> Dispels the target and mutes them for 5 seconds.\n <h1>Passive: Manabreak</h1> Each attack burns 64 mana from the target, and deals magical damage per burned mana."
		"DOTA_Tooltip_ability_item_ultimate_nullifier_bonus_damage"                       "+$damage"
		"DOTA_Tooltip_ability_item_ultimate_nullifier_bonus_armor"                        "+$armor"
		"DOTA_Tooltip_ability_item_ultimate_nullifier_bonus_regen"                        "+$hp_regen"
		"DOTA_Tooltip_ability_item_ultimate_nullifier_mana_burn"                          "MANA BURN:"
		"DOTA_Tooltip_ability_item_ultimate_nullifier_mute_duration"                      "Nullify DURATION:"
		"DOTA_Tooltip_ability_item_ultimate_nullifier_slow_pct"                           "%Nullify SLOW:"
		"DOTA_Tooltip_ability_item_recipe_anti_life_equation"                             "Anti Life Equation"
		"DOTA_Tooltip_ability_item_recipe_anti_life_equation_Description"                 ""
		"DOTA_Tooltip_ability_item_anti_life_equation"                                    "Anti-Life Equation"
		"DOTA_Tooltip_ability_item_anti_life_equation_Description"                        "<h1>Active: Nullify</h1> Dispels the target and mutes them for 5 seconds.\n <h1>Passive: Manabreak</h1> Each attack burns 64 mana from the target, and deals magical damage per burned mana.\n <h1>Passive: Critical Strike</h1>Grants each attack a %crit_chance%%% chance to deal %crit_multiplier%%% damage."
		"DOTA_Tooltip_ability_item_anti_life_equation_bonus_damage"                       "+$damage"
		"DOTA_Tooltip_ability_item_anti_life_equation_bonus_armor"                        "+$armor"
		"DOTA_Tooltip_ability_item_anti_life_equation_bonus_regen"                        "+$hp_regen"
		"DOTA_Tooltip_ability_item_anti_life_equation_bonus_all_stats"                    "+$all"
		"DOTA_Tooltip_ability_item_anti_life_equation_mana_burn"                          "MANA BURN:"
		"DOTA_Tooltip_ability_item_anti_life_equation_mute_duration"                      "MUTE DURATION:"
		"DOTA_Tooltip_ability_item_anti_life_equation_slow_pct"                           "%MUTE SLOW:"
		"DOTA_Tooltip_ability_item_anti_life_equation_crit_chance"                        "%CRIT CHANCE:"
		"DOTA_Tooltip_ability_item_anti_life_equation_crit_multiplier"                    "%CRIT MULTIPLIER:"
		"DOTA_Tooltip_ability_item_anti_life_equation_Lore"                      		  "The Anti-Life Equation was an transcendental mathematical formula originally said to allow those who knew it to dominate the will of any sentient race, and is the ultimate desire of Darkseid. Originally it was said to have existed in the mind of Billion Dollar Bates, he took it to his death. Darkseid continued to search for it, and recently obtained the full formula. It implants the mathematical certainty that all life is hopeless, as are freedom and hope, dooming those who hear it to despair."
		"DOTA_Tooltip_ability_item_ice_pearl"                                             "Ice Pearl"
		"DOTA_Tooltip_ability_item_ice_pearl_Description"                                 "<h1>Active: Damage Return</h1> For %active_duration% seconds, duplicates any damage taken back to the unit that dealt the damage. \n <h1>Passive: Winter's Curse</h1> If the hero was attacked by another hero, he will instantly return %damage_return% of the damage dealt, and the ability will go into recharging."
		"DOTA_Tooltip_ability_item_ice_pearl_Lore"                                	      "The famous pearl, in that its master was considered immortal, all who tried to kill the pearl owner perished from their weapons."
		"DOTA_Tooltip_ability_item_ice_pearl_bonus_intellect"                             "+$int"
		"DOTA_Tooltip_ability_item_ice_pearl_bonus_armor"                                 "+$armor"
		"DOTA_Tooltip_ability_item_ice_pearl_bonus_damage"                                "+$damage"
		"DOTA_Tooltip_ability_item_ice_pearl_damage_return"                               "%DAMAGE RETURN"
		"DOTA_Tooltip_ability_item_ice_pearl_attack_speed_reduction"                      "%ATTACK SPEED REDUCTION:"
		"DOTA_Tooltip_ability_item_ice_pearl_move_speed_reduction"                        "%MOVE SPEED REDUCTION:"
		"DOTA_Tooltip_ability_item_ice_pearl_debuff_duration"                             "DEBUFF DURATION:"
		"DOTA_Tooltip_ability_item_ice_pearl_active_duration"                             "Damage Return DURATION:"
		"DOTA_Tooltip_ability_item_demon_shard_2_bonus_mana_regen"                        "+$mana_regen"
		"DOTA_Tooltip_ability_item_demon_shard_2_bonus_health_regen"                      "+$hp_regen"
		"DOTA_Tooltip_ability_item_demon_shard_2_bonus_damage_post_attack"                "BONUS PURE DAMAGE:"
		"DOTA_Tooltip_ability_item_recipe_spear_of_destiny"                               "Spear Of Destiny"
		"DOTA_Tooltip_ability_item_recipe_spear_of_destiny_Description"                   ""
		"DOTA_Tooltip_ability_item_spear_of_destiny"                                      "Spear Of Destiny"
		"DOTA_Tooltip_ability_item_spear_of_destiny_Description"                          "<h1>Active: Ghost Form</h1> You enter ghost form for %duration% seconds, becoming immune to physical and magic damage. \n <h1>Passive: Pierce</h1>Grants each attack a %bonus_chance%%% chance to pierce through evasion and deal %bonus_chance_damage% bonus pure damage. \n <h1>Passive: True Sight</h1>Grants true sight aura in radius 700. \n <h1>Aura: Burn</h1> Scorches enemies for %bonus_aura_damage% magical damage per second.<br><br>Radius: %aura_radius%." 
		"DOTA_Tooltip_ability_item_spear_of_destiny_bonus_all_stats"                      "+$all"
		"DOTA_Tooltip_ability_item_spear_of_destiny_bonus_damage"                         "+$damage"
		"DOTA_Tooltip_ability_item_spear_of_destiny_bonus_attack_speed"                   "+$attack"
		"DOTA_Tooltip_ability_item_spear_of_destiny_bonus_chance"                         "Pierce CHANCE:"
		"DOTA_Tooltip_ability_item_spear_of_destiny_bonus_chance_damage"                  "Pierce DAMAGE:"
		"DOTA_Tooltip_ability_item_spear_of_destiny_bonus_aura_damage"                    "Radiance DAMAGE:"
		"DOTA_Tooltip_ability_item_spear_of_destiny_aura_radius"                          "Radiance RADIUS:"
		"DOTA_Tooltip_ability_item_spear_of_destiny_duration"                             "Ghost Form DURATION:"
		"DOTA_Tooltip_ability_item_spear_of_destiny_Lore"                             	  "During the Day of Judgment, the rogue angel Asmodel seized control of the vacant Spectre Force and literally froze over hell. Earth's heroes split into three groups: one group lead by Superman went into hell to reignite the fires; a second, led by Wonder Woman, attempted to retrieve Jim Corrigan from Heaven and re-bond him to the Spectre; and a third, led by Captain Marvel, ventured into space to retrieve the Spear."

		"bear_Coming"						"  BEAR IS COMING!"
		"shrek_Coming"						"  THIS IS MY SWAMP!"
		"proxima_Coming"					"  GODDES OF DARKNESS"
		"glave_Coming"						"  THE IMMORTAL ONE"
		"cull_Coming"						"  ITS DONE"
		"pit_lord_Coming"					" FROM HELL"
		"pudge_Coming"						" THE FAT ONE"
		"thanos_Coming"						"  REMEMBER ME"
		
		"dota_item_tombstone_drop"			"Fallen Teammate"
		"item_tombstone"					"Fallen Teammate"
		
		
		
		
		
		
		
		
		
		
		
		
		
		"ashbringer"						"Ashbringer"
		"ashbringer_lore"					"My son, there will come a day when you will command the Ashbringer, and with it mete out justice across this land. I have no doubt that when that day finally comes, you will bring pride to our people, and that Lordaeron will be a better place because of you. But, my son, that day is not today."
		
		"dawnbreaker"						"The Dawnbreaker"
		"dawnbreaker_lore"					"Mortals call it Dawnbreaker, for it was forged in a holy light that breaks upon my foes, burning away corruption and false life."
		
		"golden_skadi"						"The Golden Edge of Skadi"
		"golden_skadi_lore"					"In the depths of Dark Reef Prison, Slark dug up this Skadi Blade, buried by some long-forgotten inmate. This mysterious weapon encouraged him in his escape from Dark Reef, and silenced at least one guardian's cry of alarm along the way."
		
		"skadi"								"Edge of Skadi"
		"skadi_lore"						"Deep in Dark Reef Prison, a sorcerer and a blacksmith combined their trades to create a unique weapon. Fashioned from found materials, the blade can open prison walls as easily as it opens bellies"
		
		"ashbringer"						"Ashbringer"
		"ashbringer_lore"					"Thank you!"
		
		"mjollnir"							"Mjollnir"
		"mjollnir_lore"						"Whosoever holds this hammer, if he be worthy, shall possess the power of Thor."
		
		
		"deus_vult"							"Deus Vult"
		"deus_vult_lore"					""
		
		"masterpice"						"Masterpiece"
		"masterpice_lore"					""
		
		"magic_aspect"						"Magic Aspect"
		"magic_aspect_lore"					""
		
		"monks_cape"						"Monk's Cape"
		"monks_cape_lore"					""
		
		"monks_bracers"						"Monk's Bracer"
		"monks_bracers_lore"				""
		
		"nurgles_plague"					"The Plague Lord's Set"
		"nurgles_plague_lore"				"Buboes, phlegm, blood and guts! Boils, bogeys, rot and pus! Blisters, fevers, weeping sores! From your wounds the fester pours."
		
		"outwordly_paradox"					"Outwardly Paradox"
		"ashbringer_lore"					"Rare as the need may be, the Sisters take special precautions when the Veiled Oracle utters the name of one of their own."
		
		"ravager_mask"						"Ravager's Mask"
		"ravager_mask_lore"					"Wow... the new mask for Rulk?"
		
		"scorching_talon"					"Scorching Talon"
		"scorching_talon_lore"				""
		
		"sword_of_the_great_warrior"		"Genji's Sword"
		"sword_of_the_great_warrior_lore"	"Even If I Sacrifice My Body, I Will Never Sacrifice My Honor."
		
		"vibranium_shield"					"Dark Shields"
		"vibranium_shield_lore"				"Give this man a shield!"
		
		"the_first_hunter"					"The First Gods Killer"
		"the_first_hunter_lore"				"Hm hm hm ha ha ha... Dear oh dear, what was it? The Hunt? The Blood? Or the horrible Dream? Oh, it doesn't matter... It always comes down to the hunters' helper to clean up after these sort of messes."
		
		"the_mask_of_void"					"Mask of The Void"
		"the_mask_of_void_lore"				"The Outsider is not classically a 'trickster god,' but he's done a few things that probably remind people of other trickster examples, like granting man some kind of forbidden boon. You could say he has 'Chthonic' or 'Underworld' god qualities which represent the unconscious, mystery, secret or repressed desires, creativity, etc. The 'Shadow Self' from Jungian archetypes. This aspect, in my opinion, is much stronger than the trickster qualities."
		
		"the_primal_fear"					"Primal Fear"
		"the_primal_fear_lore"				"Though a fight every now and then does make life a little more interesting, don't ya think?"
		
		"titans_armor"						"Vessels of the Galaxies Conqueror"
		"titans_armor_lore"					"I know what it's like to lose. To feel so desperately that you're right, yet to fail nonetheless. It's frightening, turns the legs to jelly. I ask you to what end? Dread it. Run from it. Destiny arrives all the same. And now it's here. Or should I say, I am."
		
		"ethereal_treassure"				"Ethereal Treasure"
		"ethereal_treassure_lore"			"In the Darkness, the light will down."
		
		"tears_of_isha"						"Tears of Isha"
		"tears_of_isha_lore"				""
		
		"trust_of_the_immortal"				"Gift of the Creator"
		"trust_of_the_immortal_lore"		""
		
		"seed_of_ambitions"			"Seed of Ambition"
		"seed_of_ambitions_lore"	"Galactus is and ever will be."
		
		"stygians_kolyaska"			"Stygian's Kolyaska"
		"stygians_kolyaska_lore"	"To be the fastest - not necessarily something to be able to!"
		
		"devastator"				"Devastator Over 9000k"
		"devastator_lore"			"I'll tell you all something I've learned over the years with my friends. You can save the galaxy and take down scores. You can save millions of people by killing a few bad ones. You can do it all -- you just gotta tell yourself, and believe it when you say it -- I'm the baddest mother @#$&#$% in the whole universe."
		
		"legacy_of_blast_gold"		"The Golden Legacy of Blast"
		"legacy_of_blast_gold_lore" "When humanity truly needs saving, he will definitely come."
		
		"legacy_of_blast"			"Legacy of Blast"
		"legacy_of_blast_lore" 		"You sloppily formed your team, without Blast and Metal Knight. You naively thought Tornado alone could win this war? You started this game without the bishop and rook. Though, I don't think having the bishop and rook would've helped you much."
		
		"molten_cape"				"Molten Cape"
		"molten_cape_lore"			"In a rush to lay his enemies down, Rulk burst into a forge to scrounge for suitable armor. What he found was still fresh from the fire, which suited Rulk just fine. Includes ambient particle."
		
		"cowl_of_the_first_ways"		"Cowl of the First Ways"
		"cowl_of_the_first_ways_lore"	""
		
		"bracers_of_the_crimson_darkness"		"Bracers of the Crimson Darkness"
		"bracers_of_the_crimson_darkness_lore"	""
		
		"hands_of_judgment"					"Hands of Judgment"
		"hands_of_judgment_lore"			""
		
		"chaos_shard"						"The Chaos Shard"
		"chaos_shard_lore"					"Do not ask which creature screams in the night. Do not question who waits for you in the shadow. It is my cry that wakes you in the night, and my body that crouches in the shadow. I am Tzeentch and you are the puppet that dances to my tune..."
		
		"samurai_ancestors"					"Legacy of Elder Ancestors"
		"samurai_ancestors_lore"			"This masterpiece was forged by Dwarves from the nucleus of Neutron Star and gives its owner the power of the Scandinavian gods!"
		
		"doomsday_clock"					"Doomsday Clock"
		"doomsday_clock_lore"				""
		
		"ursa_devils_helmet"				"The Devil's Will"
		"ursa_devils_helmet_lore"			"'... darkness, which is worse than death. He is watching us all. We are only dolls in his hands, except that we can see the threads, unlike the others.'"
		
		"batman_infinity_gauntlet"				"The Infinity Batman"
		"batman_infinity_gauntlet_lore"			"'Who is the strongest superhero?'"
		
		"strange_eternal_bracers"				"Eternal Bracers"
		"strange_eternal_bracers_lore"			""
		
		"ancient_relic"							"Ancient Relic"
		"ancient_relic_lore"					""
		
		"doom_melted_sword"						"Melted Sword"
		"doom_melted_sword_lore"				""
		
		"fate_meridian"							"Fate Meridian"
		"fate_meridian_lore"					""
		
		"blood_moon_rising"						"Blood Moon Rises"
		"blood_moon_rising_lore"				""
		
		"demon_shard"							"Demon Shard"
		"demon_shard_lore"						""
		
		"redrage_crawler_helm"					"Redrage Crawler Helm"
		"redrage_crawler_helm_lore"				""
		
		"axe_blink"								"Blink Dagger"
		"axe_blink_lore"						""
		
		"axe_executor"							"Executor's Helmet"
		"axe_executor_lore"						""
		
		"obsidian_shard"						"Obsidian Shard"
		"obsidian_shard_lore"					""
		
		"monkey_king_golden_staff"				"Golden Staff of Old God"
		"monkey_king_golden_staff_lore"			""
		
		"golden_wheelchair"						"Golden Stygians Desolator's Kolyaska"
		"golden_wheelchair_lore"				"Once upon a time he could be a professional player ... But now he is something more ..."
		
		
		"new_npc_dota_hero_miraak_hype"			"During the period of time when dragons ruled over mortals, Miraak served as a dragon priest on the island of Solstheim. He came into possession of a Black Book which in turn led him to servitude under Hermaeus Mora, the Daedric Prince of Knowledge and Fate, who taught him a means to great power: a dragon shout capable of bending dragons to his will."

		"Event_Discovered"						"Discovered: "
		"Event_Exp"								"Experience: "
		"Event_Escape"							"Escape in "
